,Unnamed: 0,level_0,id,name,new_date,hour,demand_kWh,supply_kWh,Wind,Condition,temperature(°F),dew_point(°F),humidity(%),wind_speed(°mph),wind_gust(°mph),pressure(°in),precip(°in),temperature(°C),dew_point(°C)
313,313,313,2928,NDIR-SERT,2021-12-30,17,5.86,0.01,W,Fair,88.0,64.0,46.0,6.0,0.0,29.78,0.0,31.11,17.78
314,314,314,2938,NDIR-SERT,2021-12-30,18,9.34,0.0,W,Fair,84.0,66.0,55.0,3.0,0.0,29.78,0.0,28.89,18.89
315,315,315,2949,NDIR-SERT,2021-12-30,19,9.55,0.0,CALM,Fair,82.0,68.0,62.0,0.0,0.0,29.81,0.0,27.78,20.0
316,316,316,2959,NDIR-SERT,2021-12-30,20,8.99,0.0,VAR,Fair,79.0,68.0,69.0,1.0,0.0,29.84,0.0,26.11,20.0
325,325,325,3046,NDIR-SERT,2021-12-31,6,5.74,0.0,VAR,Fair,73.0,63.0,69.0,2.0,0.0,29.84,0.0,22.78,17.22
326,326,326,3054,NDIR-SERT,2021-12-31,7,4.65,0.0,VAR,Fair,72.0,63.0,73.0,1.0,0.0,29.87,0.0,22.22,17.22
327,327,327,3063,NDIR-SERT,2021-12-31,8,2.95,0.11,VAR,Fair,75.0,64.0,69.0,2.0,0.0,29.9,0.0,23.89,17.78
328,328,328,3075,NDIR-SERT,2021-12-31,9,0.23,2.8,VAR,Fair,79.0,61.0,54.0,2.0,0.0,29.93,0.0,26.11,16.11
329,329,329,3082,NDIR-SERT,2021-12-31,10,0.0,8.69,SE,Fair,81.0,59.0,48.0,3.0,0.0,29.93,0.0,27.22,15.0
330,330,330,3091,NDIR-SERT,2021-12-31,11,0.0,13.34,VAR,Fair,84.0,59.0,42.0,3.0,0.0,29.93,0.0,28.89,15.0
331,331,331,3101,NDIR-SERT,2021-12-31,12,0.0,14.68,VAR,Fair,86.0,59.0,40.0,3.0,0.0,29.87,0.0,30.0,15.0
332,332,332,3111,NDIR-SERT,2021-12-31,13,0.0,14.23,W,Fair,86.0,61.0,43.0,7.0,0.0,29.84,0.0,30.0,16.11
333,333,333,3119,NDIR-SERT,2021-12-31,14,0.0,13.76,W,Fair,86.0,61.0,43.0,7.0,0.0,29.81,0.0,30.0,16.11
334,334,334,3127,NDIR-SERT,2021-12-31,15,0.0,10.08,W,Fair,88.0,61.0,40.0,8.0,0.0,29.78,0.0,31.11,16.11
335,335,335,3135,NDIR-SERT,2021-12-31,16,0.18,4.27,W,Fair,88.0,61.0,40.0,7.0,0.0,29.78,0.0,31.11,16.11
336,336,336,3149,NDIR-SERT,2021-12-31,17,2.6,0.21,W,Fair,86.0,61.0,43.0,7.0,0.0,29.78,0.0,30.0,16.11
337,337,337,3158,NDIR-SERT,2021-12-31,18,5.74,0.0,W,Fair,82.0,63.0,51.0,6.0,0.0,29.81,0.0,27.78,17.22
338,338,338,3163,NDIR-SERT,2021-12-31,19,7.23,0.0,W,Fair,79.0,64.0,61.0,1.0,0.0,29.81,0.0,26.11,17.78
339,339,339,3172,NDIR-SERT,2021-12-31,20,7.19,0.0,ESE,Fair,77.0,66.0,69.0,2.0,0.0,29.84,0.0,25.0,18.89
348,348,348,3261,NDIR-SERT,2022-01-01,6,5.47,0.0,NW,Fair,68.0,63.0,83.0,2.0,0.0,29.84,0.0,20.0,17.22
349,349,349,3272,NDIR-SERT,2022-01-01,7,4.66,0.0,VAR,Fair,66.0,63.0,88.0,1.0,0.0,29.9,0.0,18.89,17.22
350,350,350,3280,NDIR-SERT,2022-01-01,8,2.72,0.13,VAR,Fair,75.0,63.0,65.0,1.0,0.0,29.9,0.0,23.89,17.22
351,351,351,3290,NDIR-SERT,2022-01-01,9,0.26,3.01,ENE,Fair,77.0,61.0,57.0,5.0,0.0,29.93,0.0,25.0,16.11
352,352,352,3298,NDIR-SERT,2022-01-01,10,0.0,9.71,E,Fair,81.0,59.0,48.0,6.0,0.0,29.93,0.0,27.22,15.0
353,353,353,3309,NDIR-SERT,2022-01-01,11,0.0,13.11,VAR,Fair,82.0,57.0,42.0,5.0,0.0,29.9,0.0,27.78,13.89
354,354,354,3317,NDIR-SERT,2022-01-01,12,0.0,14.64,SE,Fair,84.0,59.0,42.0,3.0,0.0,29.9,0.0,28.89,15.0
355,355,355,3329,NDIR-SERT,2022-01-01,13,0.0,14.17,SE,Fair,84.0,57.0,40.0,6.0,0.0,29.84,0.0,28.89,13.89
356,356,356,3334,NDIR-SERT,2022-01-01,14,0.03,12.73,W,Fair,88.0,57.0,35.0,6.0,0.0,29.78,0.0,31.11,13.89
357,357,357,3343,NDIR-SERT,2022-01-01,15,0.01,9.97,SSW,Fair,88.0,59.0,38.0,7.0,0.0,29.75,0.0,31.11,15.0
358,358,358,3352,NDIR-SERT,2022-01-01,16,0.02,4.82,W,Fair,88.0,59.0,38.0,7.0,0.0,29.75,0.0,31.11,15.0
359,359,359,3361,NDIR-SERT,2022-01-01,17,2.31,0.57,W,Fair,86.0,59.0,40.0,6.0,0.0,29.75,0.0,30.0,15.0
360,360,360,3371,NDIR-SERT,2022-01-01,18,5.56,0.0,W,Fair,82.0,63.0,51.0,6.0,0.0,29.78,0.0,27.78,17.22
361,361,361,3379,NDIR-SERT,2022-01-01,19,7.15,0.0,W,Fair,81.0,63.0,54.0,3.0,0.0,29.81,0.0,27.22,17.22
362,362,362,3387,NDIR-SERT,2022-01-01,20,6.73,0.0,VAR,Fair,77.0,64.0,65.0,1.0,0.0,29.84,0.0,25.0,17.78
371,371,371,3481,NDIR-SERT,2022-01-02,6,5.34,0.0,VAR,Fair,68.0,61.0,78.0,2.0,0.0,29.84,0.0,20.0,16.11
372,372,372,3489,NDIR-SERT,2022-01-02,7,4.41,0.0,VAR,Fair,66.0,61.0,83.0,2.0,0.0,29.87,0.0,18.89,16.11
373,373,373,3498,NDIR-SERT,2022-01-02,8,2.71,0.18,VAR,Fair,72.0,61.0,69.0,2.0,0.0,29.9,0.0,22.22,16.11
374,374,374,3504,NDIR-SERT,2022-01-02,9,0.11,2.74,E,Fair,77.0,61.0,57.0,5.0,0.0,29.93,0.0,25.0,16.11
375,375,375,3513,NDIR-SERT,2022-01-02,10,0.0,9.55,E,Fair,79.0,59.0,51.0,6.0,0.0,29.93,0.0,26.11,15.0
376,376,376,3526,NDIR-SERT,2022-01-02,11,0.0,13.39,VAR,Fair,82.0,57.0,42.0,3.0,0.0,29.9,0.0,27.78,13.89
377,377,377,3536,NDIR-SERT,2022-01-02,12,0.0,15.06,VAR,Fair,84.0,57.0,40.0,3.0,0.0,29.87,0.0,28.89,13.89
378,378,378,3543,NDIR-SERT,2022-01-02,13,0.0,14.35,VAR,Fair,86.0,57.0,37.0,3.0,0.0,29.81,0.0,30.0,13.89
379,379,379,3549,NDIR-SERT,2022-01-02,14,0.04,13.46,SW,Fair,88.0,57.0,35.0,6.0,0.0,29.78,0.0,31.11,13.89
380,380,380,3559,NDIR-SERT,2022-01-02,15,0.73,6.9,VAR,Fair,86.0,59.0,40.0,7.0,0.0,29.75,0.0,30.0,15.0
381,381,381,3567,NDIR-SERT,2022-01-02,16,0.06,4.7,W,Fair,86.0,59.0,40.0,7.0,0.0,29.75,0.0,30.0,15.0
382,382,382,3581,NDIR-SERT,2022-01-02,17,1.47,0.6,WSW,Fair,84.0,59.0,42.0,6.0,0.0,29.75,0.0,28.89,15.0
383,383,383,3586,NDIR-SERT,2022-01-02,18,5.13,0.0,WNW,Fair,82.0,61.0,48.0,6.0,0.0,29.75,0.0,27.78,16.11
384,384,384,3595,NDIR-SERT,2022-01-02,19,6.32,0.0,W,Fair,79.0,63.0,57.0,3.0,0.0,29.78,0.0,26.11,17.22
385,385,385,3608,NDIR-SERT,2022-01-02,20,6.48,0.0,NW,Fair,75.0,64.0,69.0,1.0,0.0,29.81,0.0,23.89,17.78
394,394,394,3693,NDIR-SERT,2022-01-03,6,5.42,0.0,VAR,Fair,68.0,61.0,78.0,1.0,0.0,29.78,0.0,20.0,16.11
395,395,395,3704,NDIR-SERT,2022-01-03,7,5.14,0.0,VAR,Fair,66.0,61.0,83.0,1.0,0.0,29.81,0.0,18.89,16.11
396,396,396,3712,NDIR-SERT,2022-01-03,8,4.21,0.03,NNW,Fair,72.0,63.0,73.0,2.0,0.0,29.84,0.0,22.22,17.22
397,397,397,3721,NDIR-SERT,2022-01-03,9,0.26,2.36,VAR,Fair,75.0,61.0,61.0,3.0,0.0,29.84,0.0,23.89,16.11
398,398,398,3732,NDIR-SERT,2022-01-03,10,0.0,8.85,E,Fair,81.0,61.0,51.0,3.0,0.0,29.87,0.0,27.22,16.11
399,399,399,3743,NDIR-SERT,2022-01-03,11,0.0,12.82,VAR,Fair,82.0,59.0,45.0,3.0,0.0,29.84,0.0,27.78,15.0
400,400,400,3748,NDIR-SERT,2022-01-03,12,0.0,9.53,W,Fair,84.0,61.0,45.0,5.0,0.0,29.81,0.0,28.89,16.11
401,401,401,3756,NDIR-SERT,2022-01-03,13,0.0,10.35,NW,Fair,84.0,61.0,45.0,7.0,0.0,29.75,0.0,28.89,16.11
402,402,402,3765,NDIR-SERT,2022-01-03,14,0.0,11.97,NW,Fair,86.0,61.0,43.0,7.0,0.0,29.73,0.0,30.0,16.11
403,403,403,3779,NDIR-SERT,2022-01-03,15,0.0,8.87,W,Fair,86.0,61.0,43.0,8.0,0.0,29.7,0.0,30.0,16.11
404,404,404,3786,NDIR-SERT,2022-01-03,16,0.07,4.54,WNW,Fair,86.0,63.0,45.0,7.0,0.0,29.7,0.0,30.0,17.22
405,405,405,3794,NDIR-SERT,2022-01-03,17,2.21,0.73,W,Fair,84.0,63.0,48.0,6.0,0.0,29.7,0.0,28.89,17.22
406,406,406,3801,NDIR-SERT,2022-01-03,18,5.32,0.0,W,Fair,81.0,63.0,54.0,5.0,0.0,29.73,0.0,27.22,17.22
407,407,407,3810,NDIR-SERT,2022-01-03,19,7.16,0.0,N,Fair,77.0,63.0,61.0,1.0,0.0,29.75,0.0,25.0,17.22
408,408,408,3821,NDIR-SERT,2022-01-03,20,8.66,0.0,N,Fair,75.0,64.0,69.0,1.0,0.0,29.78,0.0,23.89,17.78
417,417,417,3912,NDIR-SERT,2022-01-04,6,5.57,0.0,NW,Fair,68.0,64.0,88.0,1.0,0.0,29.78,0.0,20.0,17.78
418,418,418,3919,NDIR-SERT,2022-01-04,7,5.11,0.0,VAR,Fair,66.0,64.0,94.0,1.0,0.0,29.78,0.0,18.89,17.78
419,419,419,3927,NDIR-SERT,2022-01-04,8,4.85,0.0,VAR,Fair,70.0,66.0,88.0,1.0,0.0,29.84,0.0,21.11,18.89
420,420,420,3937,NDIR-SERT,2022-01-04,9,3.54,0.12,VAR,Fair,73.0,64.0,73.0,2.0,0.0,29.84,0.0,22.78,17.78
421,421,421,3947,NDIR-SERT,2022-01-04,10,1.67,2.22,VAR,Fair,77.0,64.0,65.0,2.0,0.0,29.87,0.0,25.0,17.78
422,422,422,3954,NDIR-SERT,2022-01-04,11,0.16,7.72,VAR,Fair,82.0,61.0,48.0,3.0,0.0,29.84,0.0,27.78,16.11
423,423,423,3964,NDIR-SERT,2022-01-04,12,0.28,7.16,VAR,Fair,84.0,61.0,45.0,2.0,0.0,29.81,0.0,28.89,16.11
424,424,424,3973,NDIR-SERT,2022-01-04,13,0.0,9.68,VAR,Fair,86.0,61.0,43.0,5.0,0.0,29.75,0.0,30.0,16.11
425,425,425,3981,NDIR-SERT,2022-01-04,14,2.6,2.23,VAR,Fair,86.0,61.0,43.0,5.0,0.0,29.73,0.0,30.0,16.11
426,426,426,3991,NDIR-SERT,2022-01-04,15,13.54,0.0,WSW,Fair,88.0,64.0,46.0,6.0,0.0,29.7,0.0,31.11,17.78
427,427,427,4002,NDIR-SERT,2022-01-04,16,17.48,0.0,SW,Fair,86.0,63.0,45.0,6.0,0.0,29.7,0.0,30.0,17.22
428,428,428,4009,NDIR-SERT,2022-01-04,17,20.9,0.0,WSW,Fair,86.0,63.0,45.0,6.0,0.0,29.73,0.0,30.0,17.22
429,429,429,4017,NDIR-SERT,2022-01-04,18,17.08,0.0,WNW,Fair,82.0,63.0,51.0,3.0,0.0,29.73,0.0,27.78,17.22
430,430,430,4027,NDIR-SERT,2022-01-04,19,13.84,0.0,S,Fair,77.0,66.0,69.0,1.0,0.0,29.75,0.0,25.0,18.89
431,431,431,4035,NDIR-SERT,2022-01-04,20,9.17,0.0,SE,Fair,75.0,66.0,73.0,2.0,0.0,29.78,0.0,23.89,18.89
432,432,432,4046,NDIR-SERT,2022-01-04,21,6.49,0.0,ESE,Fair,75.0,68.0,78.0,3.0,0.0,29.78,0.0,23.89,20.0
433,433,433,4053,NDIR-SERT,2022-01-04,22,6.39,0.0,CALM,Fair,73.0,68.0,83.0,0.0,0.0,29.81,0.0,22.78,20.0
436,436,436,4089,NDIR-SERT,2022-01-05,11,0.03,2.03,W,Fair,86.0,64.0,48.0,3.0,0.0,29.81,0.0,30.0,17.78
437,437,437,4101,NDIR-SERT,2022-01-05,12,0.04,4.42,W,Fair,88.0,64.0,46.0,5.0,0.0,29.78,0.0,31.11,17.78
438,438,438,4107,NDIR-SERT,2022-01-05,13,2.93,2.14,SSE,Fair,86.0,64.0,48.0,3.0,0.0,29.75,0.0,30.0,17.78
439,439,439,4121,NDIR-SERT,2022-01-05,14,16.82,0.03,SSW,Fair,88.0,64.0,46.0,5.0,0.0,29.7,0.0,31.11,17.78
440,440,440,4125,NDIR-SERT,2022-01-05,15,24.54,0.0,W,Fair,90.0,64.0,43.0,5.0,0.0,29.7,0.0,32.22,17.78
441,441,441,4135,NDIR-SERT,2022-01-05,16,31.31,0.0,W,Fair,88.0,64.0,46.0,7.0,0.0,29.7,0.0,31.11,17.78
442,442,442,4146,NDIR-SERT,2022-01-05,17,23.44,0.0,W,Fair,88.0,64.0,46.0,7.0,0.0,29.7,0.0,31.11,17.78
443,443,443,4156,NDIR-SERT,2022-01-05,18,19.61,0.0,VAR,Fair,82.0,64.0,54.0,2.0,0.0,29.7,0.0,27.78,17.78
444,444,444,4162,NDIR-SERT,2022-01-05,19,13.69,0.0,VAR,Fair,77.0,68.0,74.0,1.0,0.0,29.73,0.0,25.0,20.0
445,445,445,4171,NDIR-SERT,2022-01-05,20,9.53,0.0,NW,Fair,75.0,68.0,78.0,1.0,0.0,29.73,0.0,23.89,20.0
448,448,448,4198,NDIR-SERT,2022-01-06,6,1.87,0.0,VAR,Fair,66.0,64.0,94.0,2.0,0.0,29.75,0.0,18.89,17.78
449,449,449,4209,NDIR-SERT,2022-01-06,7,5.2,0.0,VAR,Fair,66.0,64.0,94.0,2.0,0.0,29.78,0.0,18.89,17.78
450,450,450,4220,NDIR-SERT,2022-01-06,8,3.95,0.0,VAR,Fair,70.0,64.0,83.0,2.0,0.0,29.81,0.0,21.11,17.78
451,451,451,4225,NDIR-SERT,2022-01-06,9,1.89,0.55,N,Fair,75.0,63.0,65.0,3.0,0.0,29.81,0.0,23.89,17.22
452,452,452,4234,NDIR-SERT,2022-01-06,10,0.14,3.98,VAR,Fair,81.0,64.0,58.0,2.0,0.0,29.84,0.0,27.22,17.78
453,453,453,4242,NDIR-SERT,2022-01-06,11,0.0,5.19,VAR,Fair,84.0,64.0,51.0,3.0,0.0,29.81,0.0,28.89,17.78
454,454,454,4256,NDIR-SERT,2022-01-06,12,0.01,6.0,VAR,Fair,86.0,63.0,45.0,3.0,0.0,29.78,0.0,30.0,17.22
455,455,455,4265,NDIR-SERT,2022-01-06,14,0.75,0.0,VAR,Fair,90.0,64.0,43.0,3.0,0.0,29.7,0.0,32.22,17.78
456,456,456,4269,NDIR-SERT,2022-01-06,15,13.17,0.0,VAR,Fair,90.0,63.0,40.0,3.0,0.0,29.7,0.0,32.22,17.22
457,457,457,4278,NDIR-SERT,2022-01-06,16,19.19,0.0,W,Fair,90.0,63.0,40.0,5.0,0.0,29.67,0.0,32.22,17.22
458,458,458,4288,NDIR-SERT,2022-01-06,17,21.31,0.0,W,Fair,90.0,64.0,43.0,5.0,0.0,29.7,0.0,32.22,17.78
460,460,460,4308,NDIR-SERT,2022-01-06,19,13.23,0.0,VAR,Fair,81.0,66.0,61.0,2.0,0.0,29.7,0.0,27.22,18.89
461,461,461,4315,NDIR-SERT,2022-01-06,20,8.74,0.0,CALM,Fair,77.0,68.0,74.0,0.0,0.0,29.73,0.0,25.0,20.0
470,470,470,4404,NDIR-SERT,2022-01-07,6,5.49,0.0,NW,Fair,70.0,66.0,88.0,3.0,0.0,29.78,0.0,21.11,18.89
471,471,471,4414,NDIR-SERT,2022-01-07,7,5.22,0.0,VAR,Fair,68.0,66.0,94.0,1.0,0.0,29.78,0.0,20.0,18.89
472,472,472,4427,NDIR-SERT,2022-01-07,8,4.37,0.01,VAR,Fair,73.0,68.0,83.0,1.0,0.0,29.81,0.0,22.78,20.0
473,473,473,4434,NDIR-SERT,2022-01-07,9,1.81,0.79,NNW,Fair,77.0,66.0,69.0,2.0,0.0,29.84,0.0,25.0,18.89
474,474,474,4440,NDIR-SERT,2022-01-07,10,0.06,4.69,VAR,Fair,81.0,64.0,58.0,1.0,0.0,29.87,0.0,27.22,17.78
475,475,475,4450,NDIR-SERT,2022-01-07,11,0.0,6.95,VAR,Fair,84.0,63.0,48.0,5.0,0.0,29.84,0.0,28.89,17.22
476,476,476,4459,NDIR-SERT,2022-01-07,12,1.24,2.08,SW,Fair,86.0,61.0,43.0,6.0,0.0,29.81,0.0,30.0,16.11
477,477,477,4471,NDIR-SERT,2022-01-07,13,3.79,0.82,WSW,Fair,86.0,63.0,45.0,5.0,0.0,29.78,0.0,30.0,17.22
478,478,478,4481,NDIR-SERT,2022-01-07,14,13.77,0.32,WSW,Fair,90.0,63.0,40.0,5.0,0.0,29.75,0.0,32.22,17.22
479,479,479,4486,NDIR-SERT,2022-01-07,15,20.27,0.0,WSW,Fair,88.0,64.0,46.0,3.0,0.0,29.73,0.0,31.11,17.78
480,480,480,4495,NDIR-SERT,2022-01-07,16,19.66,0.0,WSW,Fair,90.0,63.0,40.0,5.0,0.0,29.73,0.0,32.22,17.22
481,481,481,4503,NDIR-SERT,2022-01-07,17,17.55,0.0,W,Fair,88.0,64.0,46.0,3.0,0.0,29.73,0.0,31.11,17.78
482,482,482,4512,NDIR-SERT,2022-01-07,18,16.75,0.0,VAR,Fair,84.0,64.0,51.0,2.0,0.0,29.75,0.0,28.89,17.78
483,483,483,4521,NDIR-SERT,2022-01-07,19,10.38,0.0,NW,Fair,79.0,66.0,65.0,2.0,0.0,29.75,0.0,26.11,18.89
484,484,484,4530,NDIR-SERT,2022-01-07,20,9.12,0.0,CALM,Fair,77.0,68.0,74.0,0.0,0.0,29.78,0.0,25.0,20.0
493,493,493,4620,NDIR-SERT,2022-01-08,6,5.73,0.0,E,Fair,68.0,66.0,94.0,1.0,0.0,29.78,0.0,20.0,18.89
494,494,494,4630,NDIR-SERT,2022-01-08,7,5.27,0.0,CALM,Fair,70.0,64.0,83.0,0.0,0.0,29.81,0.0,21.11,17.78
495,495,495,4641,NDIR-SERT,2022-01-08,8,3.8,0.01,VAR,Fair,72.0,66.0,83.0,1.0,0.0,29.81,0.0,22.22,18.89
496,496,496,4651,NDIR-SERT,2022-01-08,9,0.62,1.79,VAR,Fair,77.0,64.0,65.0,2.0,0.0,29.87,0.0,25.0,17.78
497,497,497,4657,NDIR-SERT,2022-01-08,10,0.0,6.53,VAR,Fair,81.0,63.0,54.0,2.0,0.0,29.87,0.0,27.22,17.22
498,498,498,4666,NDIR-SERT,2022-01-08,11,0.0,6.23,S,Fair,84.0,61.0,45.0,5.0,0.0,29.84,0.0,28.89,16.11
499,499,499,4674,NDIR-SERT,2022-01-08,12,0.0,6.15,S,Fair,86.0,64.0,48.0,5.0,0.0,29.81,0.0,30.0,17.78
500,500,500,4684,NDIR-SERT,2022-01-08,13,0.02,5.67,SSW,Fair,88.0,63.0,43.0,5.0,0.0,29.78,0.0,31.11,17.22
501,501,501,4697,NDIR-SERT,2022-01-08,14,1.1,3.05,VAR,Fair,88.0,61.0,40.0,3.0,0.0,29.73,0.0,31.11,16.11
502,502,502,4702,NDIR-SERT,2022-01-08,15,5.4,0.03,WSW,Fair,88.0,59.0,38.0,5.0,0.0,29.73,0.0,31.11,15.0
503,503,503,4711,NDIR-SERT,2022-01-08,16,5.02,0.04,W,Fair,90.0,57.0,33.0,6.0,0.0,29.7,0.0,32.22,13.89
504,504,504,4720,NDIR-SERT,2022-01-08,17,7.13,0.0,W,Fair,88.0,57.0,35.0,5.0,0.0,29.7,0.0,31.11,13.89
505,505,505,4731,NDIR-SERT,2022-01-08,18,8.98,0.0,NNW,Fair,82.0,64.0,54.0,1.0,0.0,29.73,0.0,27.78,17.78
506,506,506,4742,NDIR-SERT,2022-01-08,19,11.0,0.0,VAR,Fair,79.0,66.0,65.0,1.0,0.0,29.73,0.0,26.11,18.89
507,507,507,4746,NDIR-SERT,2022-01-08,20,9.81,0.0,CALM,Fair,77.0,66.0,69.0,0.0,0.0,29.75,0.0,25.0,18.89
516,516,516,4836,NDIR-SERT,2022-01-09,6,5.9,0.0,ENE,Fair,66.0,64.0,94.0,2.0,0.0,29.73,0.0,18.89,17.78
517,517,517,4845,NDIR-SERT,2022-01-09,7,4.85,0.0,VAR,Fair,66.0,64.0,94.0,2.0,0.0,29.75,0.0,18.89,17.78
518,518,518,4855,NDIR-SERT,2022-01-09,8,3.05,0.03,VAR,Fair,72.0,66.0,83.0,1.0,0.0,29.78,0.0,22.22,18.89
519,519,519,4864,NDIR-SERT,2022-01-09,9,0.28,2.25,VAR,Fair,75.0,66.0,73.0,2.0,0.0,29.81,0.0,23.89,18.89
520,520,520,4872,NDIR-SERT,2022-01-09,10,0.0,6.43,E,Fair,81.0,64.0,58.0,3.0,0.0,29.81,0.0,27.22,17.78
521,521,521,4882,NDIR-SERT,2022-01-09,11,0.0,6.37,VAR,Fair,84.0,64.0,51.0,2.0,0.0,29.78,0.0,28.89,17.78
522,522,522,4891,NDIR-SERT,2022-01-09,12,0.02,5.44,SW,Fair,86.0,64.0,48.0,6.0,0.0,29.75,0.0,30.0,17.78
523,523,523,4902,NDIR-SERT,2022-01-09,13,0.02,4.38,VAR,Fair,88.0,63.0,43.0,2.0,0.0,29.73,0.0,31.11,17.22
524,524,524,4912,NDIR-SERT,2022-01-09,14,0.26,3.47,WSW,Fair,90.0,61.0,38.0,6.0,0.0,29.67,0.0,32.22,16.11
525,525,525,4918,NDIR-SERT,2022-01-09,15,1.04,1.19,W,Fair,90.0,63.0,40.0,3.0,0.0,29.67,0.0,32.22,17.22
526,526,526,4927,NDIR-SERT,2022-01-09,16,3.32,0.14,W,Fair,90.0,61.0,38.0,6.0,0.0,29.67,0.0,32.22,16.11
527,527,527,4936,NDIR-SERT,2022-01-09,17,6.28,0.0,W,Fair,88.0,61.0,40.0,6.0,0.0,29.67,0.0,31.11,16.11
528,528,528,4946,NDIR-SERT,2022-01-09,18,10.08,0.0,W,Fair,84.0,61.0,45.0,3.0,0.0,29.67,0.0,28.89,16.11
529,529,529,4958,NDIR-SERT,2022-01-09,19,11.63,0.0,WNW,Fair,79.0,63.0,57.0,1.0,0.0,29.7,0.0,26.11,17.22
530,530,530,4963,NDIR-SERT,2022-01-09,20,10.65,0.0,CALM,Fair,77.0,64.0,65.0,0.0,0.0,29.7,0.0,25.0,17.78
539,539,539,5053,NDIR-SERT,2022-01-10,6,5.78,0.0,VAR,Fair,68.0,66.0,94.0,1.0,0.0,29.73,0.0,20.0,18.89
540,540,540,5062,NDIR-SERT,2022-01-10,7,4.78,0.0,NNW,Fair,68.0,66.0,94.0,1.0,0.0,29.75,0.0,20.0,18.89
541,541,541,5075,NDIR-SERT,2022-01-10,8,4.69,0.0,VAR,Fair,72.0,66.0,83.0,2.0,0.0,29.78,0.0,22.22,18.89
542,542,542,5081,NDIR-SERT,2022-01-10,9,6.16,0.02,VAR,Fair,77.0,66.0,69.0,2.0,0.0,29.81,0.0,25.0,18.89
543,543,543,5088,NDIR-SERT,2022-01-10,10,4.77,0.36,VAR,Fair,82.0,66.0,58.0,2.0,0.0,29.81,0.0,27.78,18.89
544,544,544,5097,NDIR-SERT,2022-01-10,11,1.73,1.46,VAR,Fair,86.0,64.0,48.0,2.0,0.0,29.78,0.0,30.0,17.78
545,545,545,5106,NDIR-SERT,2022-01-10,12,2.55,1.26,S,Fair,86.0,64.0,48.0,6.0,0.0,29.75,0.0,30.0,17.78
546,546,546,5117,NDIR-SERT,2022-01-10,13,10.34,0.02,S,Fair,90.0,63.0,40.0,3.0,0.0,29.73,0.0,32.22,17.22
547,547,547,5125,NDIR-SERT,2022-01-10,14,20.95,0.0,SW,Fair,90.0,63.0,40.0,7.0,0.0,29.7,0.0,32.22,17.22
548,548,548,5133,NDIR-SERT,2022-01-10,15,28.46,0.0,S,Fair,91.0,59.0,34.0,6.0,0.0,29.7,0.0,32.78,15.0
549,549,549,5143,NDIR-SERT,2022-01-10,16,29.42,0.0,S,Fair,91.0,61.0,36.0,5.0,0.0,29.67,0.0,32.78,16.11
550,550,550,5151,NDIR-SERT,2022-01-10,17,27.64,0.0,SSE,Fair,90.0,63.0,40.0,5.0,0.0,29.67,0.0,32.22,17.22
551,551,551,5165,NDIR-SERT,2022-01-10,18,23.05,0.0,E,Fair,84.0,64.0,51.0,1.0,0.0,29.7,0.0,28.89,17.78
552,552,552,5169,NDIR-SERT,2022-01-10,19,19.73,0.0,CALM,Fair,79.0,64.0,61.0,0.0,0.0,29.73,0.0,26.11,17.78
553,553,553,5179,NDIR-SERT,2022-01-10,20,14.82,0.0,N,Fair,75.0,66.0,73.0,1.0,0.0,29.73,0.0,23.89,18.89
562,562,562,5268,NDIR-SERT,2022-01-11,6,5.94,0.0,VAR,Fair,64.0,64.0,100.0,1.0,0.0,29.75,0.0,17.78,17.78
563,563,563,5277,NDIR-SERT,2022-01-11,7,5.62,0.0,E,Fair,64.0,64.0,100.0,1.0,0.0,29.78,0.0,17.78,17.78
564,564,564,5288,NDIR-SERT,2022-01-11,8,4.38,0.0,VAR,Fair,70.0,64.0,83.0,2.0,0.0,29.78,0.0,21.11,17.78
565,565,565,5295,NDIR-SERT,2022-01-11,9,3.87,0.04,VAR,Fair,75.0,64.0,69.0,2.0,0.0,29.81,0.0,23.89,17.78
566,566,566,5305,NDIR-SERT,2022-01-11,12,2.12,0.17,S,Fair,88.0,63.0,43.0,3.0,0.0,29.78,0.0,31.11,17.22
567,567,567,5313,NDIR-SERT,2022-01-11,13,5.22,0.71,VAR,Fair,88.0,61.0,40.0,3.0,0.0,29.75,0.0,31.11,16.11
568,568,568,5327,NDIR-SERT,2022-01-11,14,8.5,0.0,S,Fair,90.0,61.0,38.0,6.0,0.0,29.7,0.0,32.22,16.11
569,569,569,5332,NDIR-SERT,2022-01-11,15,13.38,0.0,SSW,Fair,90.0,61.0,38.0,7.0,0.0,29.67,0.0,32.22,16.11
570,570,570,5341,NDIR-SERT,2022-01-11,16,18.17,0.0,SSW,Fair,91.0,57.0,31.0,5.0,0.0,29.67,0.0,32.78,13.89
571,571,571,5350,NDIR-SERT,2022-01-11,17,20.97,0.0,S,Fair,90.0,59.0,36.0,3.0,0.0,29.67,0.0,32.22,15.0
572,572,572,5359,NDIR-SERT,2022-01-11,18,12.09,0.0,VAR,Fair,84.0,63.0,48.0,1.0,0.0,29.7,0.0,28.89,17.22
573,573,573,5368,NDIR-SERT,2022-01-11,19,12.46,0.0,NNW,Fair,81.0,64.0,58.0,1.0,0.0,29.7,0.0,27.22,17.78
574,574,574,5377,NDIR-SERT,2022-01-11,20,10.27,0.0,CALM,Fair,77.0,66.0,69.0,0.0,0.0,29.73,0.0,25.0,18.89
